Equipo,Ultimos_5,Puntos_Ultimos_5,Estado_Forma,Partido_1,Partido_2,Partido_3,Partido_4,Partido_5
Real Club Recreativo de Huelva,V-D-V-D-V,9,Estable,4/4 15:30 | Real Club Recreativo de Huelva 1 - 0 FC La Union Atletico,12/4 17:00 | CD Extremadura 1924 2 - 1 Real Club Recreativo de Huelva,19/4 10:30 | Real Club Recreativo de Huelva 1 - 0 UD Melilla,26/4 11:00 | CA Antoniano 2 - 0 Real Club Recreativo de Huelva,3/5 11:00 | Real Club Recreativo de Huelva 3 - 2 Xerez Deportivo FC
